SERIAL_NUMBER,LOCAL_CODE,LOCAL_NAME,YEAR,POPULATION,POPULATION_BIRTH,POPULATION_DEATH,POPULATION_DEATH_U1,GDP,GDP_PC,SANITATION,BIRTH_RATE,IMR,CMR,AGE,POPULATION_TARGET,INDICATOR,FL_DROPOUT,NU_DOSE_FIRST,NU_DOSE_FINAL,NU_DROPOUT,PC_DROPOUT,PC_COVERAGE,FL_GOAL,CAT_GOAL,MHDI_E_CATEGORY,MHDI_L_CATEGORY,MHDI_I_CATEGORY
12983,420315,Calmon,2020,3335,55,26,1,78612.365,23494.43066,3.9,16.4918,18.1818,7.7961,0-1 year,55,FL_U1_BCG,0,,39,,,70.91,0,2,satisfactory,high,satisfactory
12984,420315,Calmon,2021,3325,62,26,1,78612.365,23494.43066,3.9,18.6466,16.129,7.8195,0-1 year,62,FL_U1_BCG,0,,43,,,69.35,0,2,satisfactory,high,satisfactory
12985,420320,Camboriú,2019,82989,1453,402,13,1684152.743,20293.68643,0.28,17.5083,8.947,4.844,0-1 year,1453,FL_U1_BCG,0,,465,,,32,0,1,satisfactory,high,satisfactory
12986,420320,Camboriú,2020,85105,1514,451,14,1684152.743,20293.68643,0.28,17.7898,9.247,5.2993,0-1 year,1514,FL_U1_BCG,0,,599,,,39.56,0,1,satisfactory,high,satisfactory
12987,420320,Camboriú,2021,87179,1416,557,13,1684152.743,20293.68643,0.28,16.2424,9.1808,6.3892,0-1 year,1416,FL_U1_BCG,0,,379,,,26.77,0,1,satisfactory,high,satisfactory
12988,420325,Capão Alto,2019,2525,36,0,0,136809.787,54182.09386,0.35,14.2574,0,0,0-1 year,36,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12989,420325,Capão Alto,2020,2496,22,0,0,136809.787,54182.09386,0.35,8.8141,0,0,0-1 year,22,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12990,420325,Capão Alto,2021,2467,31,21,3,136809.787,54182.09386,0.35,12.5659,96.7742,8.5124,0-1 year,31,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12991,420330,Campo Alegre,2019,11978,153,0,0,559587.854,46717.97078,1.04,12.7734,0,0,0-1 year,153,FL_U1_BCG,0,,158,,,103.27,1,3,satisfactory,high,satisfactory
12992,420330,Campo Alegre,2020,11981,140,0,0,559587.854,46717.97078,1.04,11.6852,0,0,0-1 year,140,FL_U1_BCG,0,,131,,,93.57,1,3,satisfactory,high,satisfactory
12993,420330,Campo Alegre,2021,11985,123,0,0,559587.854,46717.97078,1.04,10.2628,0,0,0-1 year,123,FL_U1_BCG,0,,74,,,60.16,0,2,satisfactory,high,satisfactory
12994,420340,Campo Belo do Sul,2019,7016,79,56,1,228816.313,32613.49957,2.14,11.26,12.6582,7.9818,0-1 year,79,FL_U1_BCG,0,,32,,,40.51,0,1,satisfactory,high,satisfactory
12995,420340,Campo Belo do Sul,2020,6952,82,69,1,228816.313,32613.49957,2.14,11.7952,12.1951,9.9252,0-1 year,82,FL_U1_BCG,0,,29,,,35.37,0,1,satisfactory,high,satisfactory
12996,420340,Campo Belo do Sul,2021,6889,78,58,1,228816.313,32613.49957,2.14,11.3224,12.8205,8.4192,0-1 year,78,FL_U1_BCG,0,,23,,,29.49,0,1,satisfactory,high,satisfactory
12997,420350,Campo Erê,2019,8526,144,71,1,278432.137,32656.83052,5.1,16.8895,6.9444,8.3275,0-1 year,144,FL_U1_BCG,0,,136,,,94.44,1,3,satisfactory,high,satisfactory
12998,420350,Campo Erê,2020,8418,143,71,2,278432.137,32656.83052,5.1,16.9874,13.986,8.4343,0-1 year,143,FL_U1_BCG,0,,146,,,102.1,1,3,satisfactory,high,satisfactory
12999,420350,Campo Erê,2021,8312,151,86,3,278432.137,32656.83052,5.1,18.1665,19.8675,10.3465,0-1 year,151,FL_U1_BCG,0,,95,,,62.91,0,2,satisfactory,high,satisfactory
13000,420360,Campos Novos,2019,36244,556,262,4,2194251.419,60541.09422,1.69,15.3405,7.1942,7.2288,0-1 year,556,FL_U1_BCG,0,,507,,,91.19,1,3,satisfactory,high,satisfactory
13001,420360,Campos Novos,2020,36556,505,281,6,2194251.419,60541.09422,1.69,13.8144,11.8812,7.6868,0-1 year,505,FL_U1_BCG,0,,388,,,76.83,0,2,satisfactory,high,satisfactory
13002,420360,Campos Novos,2021,36861,500,353,11,2194251.419,60541.09422,1.69,13.5645,22,9.5765,0-1 year,500,FL_U1_BCG,0,,329,,,65.8,0,2,satisfactory,high,satisfactory
13003,420370,Canelinha,2019,12240,160,81,1,206053.489,16834.43538,0,13.0719,6.25,6.6176,0-1 year,160,FL_U1_BCG,0,,80,,,50,0,2,satisfactory,high,satisfactory
13004,420370,Canelinha,2020,12398,189,64,6,206053.489,16834.43538,0,15.2444,31.746,5.1621,0-1 year,189,FL_U1_BCG,0,,38,,,20.11,0,1,satisfactory,high,satisfactory
13005,420370,Canelinha,2021,12553,139,104,1,206053.489,16834.43538,0,11.0731,7.1942,8.2849,0-1 year,139,FL_U1_BCG,0,,18,,,12.95,0,1,satisfactory,high,satisfactory
13006,420380,Canoinhas,2019,54401,814,386,9,1756153.312,32281.63659,1.19,14.963,11.0565,7.0955,0-1 year,814,FL_U1_BCG,0,,685,,,84.15,0,2,satisfactory,high,satisfactory
13007,420380,Canoinhas,2020,54480,746,410,7,1756153.312,32281.63659,1.19,13.6931,9.3834,7.5257,0-1 year,746,FL_U1_BCG,0,,420,,,56.3,0,2,satisfactory,high,satisfactory
13008,420380,Canoinhas,2021,54558,772,543,4,1756153.312,32281.63659,1.19,14.1501,5.1813,9.9527,0-1 year,772,FL_U1_BCG,0,,419,,,54.27,0,2,satisfactory,high,satisfactory
13009,420390,Capinzal,2019,22848,309,134,1,949032.857,41536.80221,0.51,13.5242,3.2362,5.8648,0-1 year,309,FL_U1_BCG,0,,303,,,98.06,1,3,satisfactory,high,satisfactory
13010,420390,Capinzal,2020,23035,325,148,6,949032.857,41536.80221,0.51,14.109,18.4615,6.425,0-1 year,325,FL_U1_BCG,0,,371,,,114.15,1,3,satisfactory,high,satisfactory
13011,420390,Capinzal,2021,23218,331,183,7,949032.857,41536.80221,0.51,14.2562,21.148,7.8818,0-1 year,331,FL_U1_BCG,0,,320,,,96.68,1,3,satisfactory,high,satisfactory
13012,420395,Capivari de Baixo,2019,24871,347,157,6,916316.777,36842.77982,0,13.952,17.2911,6.3126,0-1 year,347,FL_U1_BCG,0,,309,,,89.05,0,2,satisfactory,high,satisfactory
13013,420395,Capivari de Baixo,2020,25177,301,0,0,916316.777,36842.77982,0,11.9554,0,0,0-1 year,301,FL_U1_BCG,0,,179,,,59.47,0,2,satisfactory,high,satisfactory
13014,420395,Capivari de Baixo,2021,25477,267,0,0,916316.777,36842.77982,0,10.48,0,0,0-1 year,267,FL_U1_BCG,0,,86,,,32.21,0,1,satisfactory,high,satisfactory
13015,420400,Catanduvas,2019,10861,187,57,2,436258.697,40167.45208,0.63,17.2176,10.6952,5.2481,0-1 year,187,FL_U1_BCG,0,,179,,,95.72,1,3,satisfactory,high,satisfactory
13016,420400,Catanduvas,2020,10984,186,0,0,436258.697,40167.45208,0.63,16.9337,0,0,0-1 year,186,FL_U1_BCG,0,,174,,,93.55,1,3,satisfactory,high,satisfactory
13017,420400,Catanduvas,2021,11106,174,107,1,436258.697,40167.45208,0.63,15.6672,5.7471,9.6344,0-1 year,174,FL_U1_BCG,0,,164,,,94.25,1,3,satisfactory,high,satisfactory
13018,420410,Caxambu do Sul,2019,3642,64,33,2,141187.957,38766.59995,1.66,17.5728,31.25,9.061,0-1 year,64,FL_U1_BCG,0,,9,,,14.06,0,1,satisfactory,high,satisfactory
13019,420410,Caxambu do Sul,2020,3551,58,0,0,141187.957,38766.59995,1.66,16.3334,0,0,0-1 year,58,FL_U1_BCG,0,,4,,,6.9,0,1,satisfactory,high,satisfactory
13020,420410,Caxambu do Sul,2021,3462,46,0,0,141187.957,38766.59995,1.66,13.2871,0,0,0-1 year,46,FL_U1_BCG,0,,7,,,15.22,0,1,satisfactory,high,satisfactory
13021,420415,Celso Ramos,2019,2728,30,0,0,59455.819,21794.65506,0,10.9971,0,0,0-1 year,30,FL_U1_BCG,0,,30,,,100,1,3,satisfactory,high,satisfactory
13022,420415,Celso Ramos,2020,2719,29,0,0,59455.819,21794.65506,0,10.6657,0,0,0-1 year,29,FL_U1_BCG,0,,40,,,137.93,1,4,satisfactory,high,satisfactory
13023,420415,Celso Ramos,2021,2709,24,29,1,59455.819,21794.65506,0,8.8594,41.6667,10.7051,0-1 year,24,FL_U1_BCG,0,,26,,,108.33,1,3,satisfactory,high,satisfactory
13024,420417,Cerro Negro,2019,3124,40,29,2,80225.646,25680.42446,4.38,12.8041,50,9.283,0-1 year,40,FL_U1_BCG,0,,9,,,22.5,0,1,low,high,satisfactory
13025,420417,Cerro Negro,2020,3068,40,0,0,80225.646,25680.42446,4.38,13.0378,0,0,0-1 year,40,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
13026,420417,Cerro Negro,2021,3013,50,25,1,80225.646,25680.42446,4.38,16.5948,20,8.2974,0-1 year,50,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
13027,420419,Chapadão do Lageado,2019,2988,44,0,0,80328.766,26883.7905,0.26,14.7256,0,0,0-1 year,44,FL_U1_BCG,0,,44,,,100,1,3,satisfactory,high,satisfactory
13028,420419,Chapadão do Lageado,2020,3006,34,0,0,80328.766,26883.7905,0.26,11.3107,0,0,0-1 year,34,FL_U1_BCG,0,,37,,,108.82,1,3,satisfactory,high,satisfactory
13029,420419,Chapadão do Lageado,2021,3025,30,0,0,80328.766,26883.7905,0.26,9.9174,0,0,0-1 year,30,FL_U1_BCG,0,,27,,,90,1,3,satisfactory,high,satisfactory
13030,420420,Chapecó,2019,220367,3657,1033,43,10522379.37,47749.34253,0.65,16.595,11.7583,4.6876,0-1 year,3657,FL_U1_BCG,0,,4658,,,127.37,1,4,satisfactory,high,high
13031,420420,Chapecó,2020,224013,3801,1082,42,10522379.37,47749.34253,0.65,16.9678,11.0497,4.8301,0-1 year,3801,FL_U1_BCG,0,,4423,,,116.36,1,3,satisfactory,high,high
13032,420420,Chapecó,2021,227587,3014,1792,41,10522379.37,47749.34253,0.65,13.2433,13.6032,7.8739,0-1 year,3014,FL_U1_BCG,0,,4625,,,150,1,4,satisfactory,high,high
13033,420425,Cocal do Sul,2019,16684,193,82,1,684519.926,41028.52589,1.07,11.568,5.1813,4.9149,0-1 year,193,FL_U1_BCG,0,,195,,,101.04,1,3,satisfactory,high,satisfactory
13034,420425,Cocal do Sul,2020,16821,200,116,3,684519.926,41028.52589,1.07,11.8899,15,6.8961,0-1 year,200,FL_U1_BCG,0,,210,,,105,1,3,satisfactory,high,satisfactory
13035,420425,Cocal do Sul,2021,16956,220,123,3,684519.926,41028.52589,1.07,12.9748,13.6364,7.2541,0-1 year,220,FL_U1_BCG,0,,94,,,42.73,0,1,satisfactory,high,satisfactory
13036,420430,Concórdia,2019,74641,1111,455,15,3722642.427,49873.96239,0.26,14.8846,13.5014,6.0958,0-1 year,1111,FL_U1_BCG,0,,1103,,,99.28,1,3,high,high,high
13037,420430,Concórdia,2020,75167,1158,492,10,3722642.427,49873.96239,0.26,15.4057,8.6356,6.5454,0-1 year,1158,FL_U1_BCG,0,,1259,,,108.72,1,3,high,high,high
13038,420430,Concórdia,2021,75683,1086,655,9,3722642.427,49873.96239,0.26,14.3493,8.2873,8.6545,0-1 year,1086,FL_U1_BCG,0,,1074,,,98.9,1,3,high,high,high
13039,420435,Cordilheira Alta,2019,4453,61,31,1,299687.325,67300.09544,0.21,13.6986,16.3934,6.9616,0-1 year,61,FL_U1_BCG,0,,9,,,14.75,0,1,satisfactory,high,satisfactory
13040,420435,Cordilheira Alta,2020,4520,67,0,0,299687.325,67300.09544,0.21,14.823,0,0,0-1 year,67,FL_U1_BCG,0,,7,,,10.45,0,1,satisfactory,high,satisfactory
13041,420435,Cordilheira Alta,2021,4585,39,38,3,299687.325,67300.09544,0.21,8.506,76.9231,8.2879,0-1 year,39,FL_U1_BCG,0,,7,,,17.95,0,1,satisfactory,high,satisfactory
13042,420440,Coronel Freitas,2019,9981,137,0,0,283657.198,28419.71726,4.01,13.7261,0,0,0-1 year,137,FL_U1_BCG,0,,48,,,35.04,0,1,satisfactory,high,satisfactory
13043,420440,Coronel Freitas,2020,9940,124,74,2,283657.198,28419.71726,4.01,12.4748,16.129,7.4447,0-1 year,124,FL_U1_BCG,0,,12,,,9.68,0,1,satisfactory,high,satisfactory
13044,420440,Coronel Freitas,2021,9900,107,103,1,283657.198,28419.71726,4.01,10.8081,9.3458,10.404,0-1 year,107,FL_U1_BCG,0,,13,,,12.15,0,1,satisfactory,high,satisfactory
13045,420445,Coronel Martins,2019,2549,17,0,0,47852.835,18773.17968,3.1,6.6693,0,0,0-1 year,17,FL_U1_BCG,0,,19,,,111.76,1,3,satisfactory,high,satisfactory
13046,420445,Coronel Martins,2020,2555,15,9,1,47852.835,18773.17968,3.1,5.8708,66.6667,3.5225,0-1 year,15,FL_U1_BCG,0,,23,,,150,1,4,satisfactory,high,satisfactory
13047,420445,Coronel Martins,2021,2560,19,14,1,47852.835,18773.17968,3.1,7.4219,52.6316,5.4688,0-1 year,19,FL_U1_BCG,0,,21,,,110.53,1,3,satisfactory,high,satisfactory
13048,420450,Corupá,2019,15909,177,0,0,465348.892,29250.66893,3.18,11.1258,0,0,0-1 year,177,FL_U1_BCG,0,,174,,,98.31,1,3,satisfactory,high,high
13049,420450,Corupá,2020,16107,176,0,0,465348.892,29250.66893,3.18,10.9269,0,0,0-1 year,176,FL_U1_BCG,0,,217,,,123.3,1,4,satisfactory,high,high
13050,420450,Corupá,2021,16300,156,0,0,465348.892,29250.66893,3.18,9.5706,0,0,0-1 year,156,FL_U1_BCG,0,,156,,,100,1,3,satisfactory,high,high
13051,420455,Correia Pinto,2019,12795,237,122,2,618967.146,48375.70504,0.22,18.5229,8.4388,9.535,0-1 year,237,FL_U1_BCG,0,,78,,,32.91,0,1,satisfactory,high,satisfactory
13052,420455,Correia Pinto,2020,12553,236,127,6,618967.146,48375.70504,0.22,18.8003,25.4237,10.1171,0-1 year,236,FL_U1_BCG,0,,77,,,32.63,0,1,satisfactory,high,satisfactory
13053,420455,Correia Pinto,2021,12315,189,162,2,618967.146,48375.70504,0.22,15.3471,10.582,13.1547,0-1 year,189,FL_U1_BCG,0,,58,,,30.69,0,1,satisfactory,high,satisfactory
13054,420460,Criciúma,2019,215186,2728,1204,19,8229742.561,38244.78619,0.34,12.6774,6.9648,5.5952,0-1 year,2728,FL_U1_BCG,0,,2590,,,94.94,1,3,satisfactory,high,high
13055,420460,Criciúma,2020,217311,2718,1410,16,8229742.561,38244.78619,0.34,12.5074,5.8867,6.4884,0-1 year,2718,FL_U1_BCG,0,,2542,,,93.52,1,3,satisfactory,high,high
13056,420460,Criciúma,2021,219393,2752,1684,19,8229742.561,38244.78619,0.34,12.5437,6.9041,7.6757,0-1 year,2752,FL_U1_BCG,0,,2114,,,76.82,0,2,satisfactory,high,high
13057,420470,Cunha Porã,2019,11086,130,0,0,596670.591,53821.99089,1.17,11.7265,0,0,0-1 year,130,FL_U1_BCG,0,,117,,,90,1,3,satisfactory,high,satisfactory
13058,420470,Cunha Porã,2020,11118,145,0,0,596670.591,53821.99089,1.17,13.0419,0,0,0-1 year,145,FL_U1_BCG,0,,148,,,102.07,1,3,satisfactory,high,satisfactory
13059,420470,Cunha Porã,2021,11150,133,0,0,596670.591,53821.99089,1.17,11.9283,0,0,0-1 year,133,FL_U1_BCG,0,,122,,,91.73,1,3,satisfactory,high,satisfactory
13060,420475,Cunhataí,2019,1962,27,0,0,51920.1,26462.84404,0,13.7615,0,0,0-1 year,27,FL_U1_BCG,0,,4,,,14.81,0,1,satisfactory,high,high
13061,420475,Cunhataí,2020,1967,18,0,0,51920.1,26462.84404,0,9.151,0,0,0-1 year,18,FL_U1_BCG,0,,12,,,66.67,0,2,satisfactory,high,high
13062,420475,Cunhataí,2021,1972,16,0,0,51920.1,26462.84404,0,8.1136,0,0,0-1 year,16,FL_U1_BCG,0,,5,,,31.25,0,1,satisfactory,high,high
13063,420480,Curitibanos,2019,39745,646,312,4,1494454.949,37601.08061,1.41,16.2536,6.192,7.85,0-1 year,646,FL_U1_BCG,0,,487,,,75.39,0,2,satisfactory,high,satisfactory
13064,420480,Curitibanos,2020,39893,643,315,4,1494454.949,37601.08061,1.41,16.1181,6.2208,7.8961,0-1 year,643,FL_U1_BCG,0,,148,,,23.02,0,1,satisfactory,high,satisfactory
13065,420480,Curitibanos,2021,40037,592,535,6,1494454.949,37601.08061,1.41,14.7863,10.1351,13.3626,0-1 year,592,FL_U1_BCG,0,,364,,,61.49,0,2,satisfactory,high,satisfactory
13066,420490,Descanso,2019,8250,96,69,4,226294.984,27429.69503,5.01,11.6364,41.6667,8.3636,0-1 year,96,FL_U1_BCG,0,,78,,,81.25,0,2,satisfactory,high,satisfactory
13067,420490,Descanso,2020,8192,85,52,1,226294.984,27429.69503,5.01,10.376,11.7647,6.3477,0-1 year,85,FL_U1_BCG,0,,53,,,62.35,0,2,satisfactory,high,satisfactory
13068,420490,Descanso,2021,8136,84,0,0,226294.984,27429.69503,5.01,10.3245,0,0,0-1 year,84,FL_U1_BCG,0,,73,,,86.9,0,2,satisfactory,high,satisfactory
13069,420500,Dionísio Cerqueira,2019,15498,240,106,1,414671.393,26756.44554,4.67,15.4859,4.1667,6.8396,0-1 year,240,FL_U1_BCG,0,,191,,,79.58,0,2,satisfactory,high,satisfactory
13070,420500,Dionísio Cerqueira,2020,15545,208,122,1,414671.393,26756.44554,4.67,13.3805,4.8077,7.8482,0-1 year,208,FL_U1_BCG,0,,110,,,52.88,0,2,satisfactory,high,satisfactory
13071,420500,Dionísio Cerqueira,2021,15592,182,175,4,414671.393,26756.44554,4.67,11.6727,21.978,11.2237,0-1 year,182,FL_U1_BCG,0,,86,,,47.25,0,1,satisfactory,high,satisfactory
13072,420510,Dona Emma,2019,4146,65,27,1,116476.1,28093.6083,0,15.6778,15.3846,6.5123,0-1 year,65,FL_U1_BCG,0,,63,,,96.92,1,3,satisfactory,high,high
13073,420510,Dona Emma,2020,4186,55,0,0,116476.1,28093.6083,0,13.139,0,0,0-1 year,55,FL_U1_BCG,0,,26,,,47.27,0,1,satisfactory,high,high
13074,420510,Dona Emma,2021,4224,48,30,1,116476.1,28093.6083,0,11.3636,20.8333,7.1023,0-1 year,48,FL_U1_BCG,0,,44,,,91.67,1,3,satisfactory,high,high
13075,420515,Doutor Pedrinho,2019,4064,39,0,0,118683.418,29203.59695,0.69,9.5965,0,0,0-1 year,39,FL_U1_BCG,0,,21,,,53.85,0,2,satisfactory,high,satisfactory
13076,420515,Doutor Pedrinho,2020,4115,34,0,0,118683.418,29203.59695,0.69,8.2625,0,0,0-1 year,34,FL_U1_BCG,0,,14,,,41.18,0,1,satisfactory,high,satisfactory
13077,420515,Doutor Pedrinho,2021,4164,25,31,1,118683.418,29203.59695,0.69,6.0038,40,7.4448,0-1 year,25,FL_U1_BCG,0,,12,,,48,0,1,satisfactory,high,satisfactory
13078,420517,Entre Rios,2019,3203,58,22,2,50589.32,15794.35529,19.69,18.108,34.4828,6.8686,0-1 year,58,FL_U1_BCG,0,,28,,,48.28,0,1,satisfactory,high,satisfactory
13079,420517,Entre Rios,2020,3218,59,29,1,50589.32,15794.35529,19.69,18.3344,16.9492,9.0118,0-1 year,59,FL_U1_BCG,0,,62,,,105.08,1,3,satisfactory,high,satisfactory
13080,420517,Entre Rios,2021,3232,58,27,2,50589.32,15794.35529,19.69,17.9455,34.4828,8.354,0-1 year,58,FL_U1_BCG,0,,43,,,74.14,0,2,satisfactory,high,satisfactory
13081,420519,Ermo,2019,2063,34,0,0,93400.148,45273.94474,0.1,16.4809,0,0,0-1 year,34,FL_U1_BCG,0,,37,,,108.82,1,3,satisfactory,high,satisfactory
13082,420519,Ermo,2020,2061,22,0,0,93400.148,45273.94474,0.1,10.6744,0,0,0-1 year,22,FL_U1_BCG,0,,18,,,81.82,0,2,satisfactory,high,satisfactory
13083,420519,Ermo,2021,2059,33,0,0,93400.148,45273.94474,0.1,16.0272,0,0,0-1 year,33,FL_U1_BCG,0,,13,,,39.39,0,1,satisfactory,high,satisfactory
13084,420520,Erval Velho,2019,4412,66,33,3,136967.368,31044.28105,0.23,14.9592,45.4545,7.4796,0-1 year,66,FL_U1_BCG,0,,61,,,92.42,1,3,satisfactory,high,satisfactory
13085,420520,Erval Velho,2020,4418,47,47,1,136967.368,31044.28105,0.23,10.6383,21.2766,10.6383,0-1 year,47,FL_U1_BCG,0,,51,,,108.51,1,3,satisfactory,high,satisfactory
13086,420520,Erval Velho,2021,4423,44,42,1,136967.368,31044.28105,0.23,9.948,22.7273,9.4958,0-1 year,44,FL_U1_BCG,0,,48,,,109.09,1,3,satisfactory,high,satisfactory
13087,420530,Faxinal dos Guedes,2019,10667,161,66,3,470843.993,44140.24496,0,15.0933,18.6335,6.1873,0-1 year,161,FL_U1_BCG,0,,106,,,65.84,0,2,satisfactory,high,satisfactory
13088,420530,Faxinal dos Guedes,2020,10649,162,81,2,470843.993,44140.24496,0,15.2127,12.3457,7.6063,0-1 year,162,FL_U1_BCG,0,,179,,,110.49,1,3,satisfactory,high,satisfactory
13089,420530,Faxinal dos Guedes,2021,10630,162,0,0,470843.993,44140.24496,0,15.2399,0,0,0-1 year,162,FL_U1_BCG,0,,136,,,83.95,0,2,satisfactory,high,satisfactory
13090,420535,Flor do Sertão,2019,1582,23,9,1,49093.865,31032.78445,3.69,14.5386,43.4783,5.689,0-1 year,23,FL_U1_BCG,0,,16,,,69.57,0,2,satisfactory,high,satisfactory
13091,420535,Flor do Sertão,2020,1579,18,0,0,49093.865,31032.78445,3.69,11.3996,0,0,0-1 year,18,FL_U1_BCG,0,,1,,,5.56,0,1,satisfactory,high,satisfactory
13092,420535,Flor do Sertão,2021,1575,17,19,1,49093.865,31032.78445,3.69,10.7937,58.8235,12.0635,0-1 year,17,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
13093,420543,Formosa do Sul,2019,2510,25,0,0,56944.095,22686.89044,0.67,9.9602,0,0,0-1 year,25,FL_U1_BCG,0,,21,,,84,0,2,satisfactory,high,satisfactory
13094,420543,Formosa do Sul,2020,2495,40,0,0,56944.095,22686.89044,0.67,16.0321,0,0,0-1 year,40,FL_U1_BCG,0,,28,,,70,0,2,satisfactory,high,satisfactory
13095,420543,Formosa do Sul,2021,2481,33,17,2,56944.095,22686.89044,0.67,13.3011,60.6061,6.8521,0-1 year,33,FL_U1_BCG,0,,18,,,54.55,0,2,satisfactory,high,satisfactory
13096,420545,Forquilhinha,2019,26793,446,115,2,898164.426,33522.35382,0.14,16.6461,4.4843,4.2922,0-1 year,446,FL_U1_BCG,0,,429,,,96.19,1,3,satisfactory,high,high
13097,420545,Forquilhinha,2020,27211,435,134,6,898164.426,33522.35382,0.14,15.9862,13.7931,4.9245,0-1 year,435,FL_U1_BCG,0,,435,,,100,1,3,satisfactory,high,high
13098,420545,Forquilhinha,2021,27621,436,190,2,898164.426,33522.35382,0.14,15.7851,4.5872,6.8788,0-1 year,436,FL_U1_BCG,0,,195,,,44.72,0,1,satisfactory,high,high
13099,420550,Fraiburgo,2019,36443,521,213,5,977423.119,26820.59981,0.54,14.2963,9.5969,5.8447,0-1 year,521,FL_U1_BCG,0,,502,,,96.35,1,3,satisfactory,high,satisfactory
13100,420550,Fraiburgo,2020,36584,529,225,6,977423.119,26820.59981,0.54,14.4599,11.3422,6.1502,0-1 year,529,FL_U1_BCG,0,,605,,,114.37,1,3,satisfactory,high,satisfactory
13101,420550,Fraiburgo,2021,36723,513,362,6,977423.119,26820.59981,0.54,13.9694,11.6959,9.8576,0-1 year,513,FL_U1_BCG,0,,326,,,63.55,0,2,satisfactory,high,satisfactory
13102,420555,Frei Rogério,2019,2023,22,0,0,72673.476,35923.61641,5.56,10.8749,0,0,0-1 year,22,FL_U1_BCG,0,,18,,,81.82,0,2,satisfactory,high,satisfactory
13103,420555,Frei Rogério,2020,1970,26,0,0,72673.476,35923.61641,5.56,13.198,0,0,0-1 year,26,FL_U1_BCG,0,,18,,,69.23,0,2,satisfactory,high,satisfactory
13104,420555,Frei Rogério,2021,1918,25,20,1,72673.476,35923.61641,5.56,13.0344,40,10.4275,0-1 year,25,FL_U1_BCG,0,,13,,,52,0,2,satisfactory,high,satisfactory
13105,420560,Galvão,2019,2873,32,12,1,76465.96,26615.37069,1.66,11.1382,31.25,4.1768,0-1 year,32,FL_U1_BCG,0,,26,,,81.25,0,2,satisfactory,high,satisfactory
13106,420560,Galvão,2020,2791,26,18,1,76465.96,26615.37069,1.66,9.3157,38.4615,6.4493,0-1 year,26,FL_U1_BCG,0,,55,,,150,1,4,satisfactory,high,satisfactory
13107,420560,Galvão,2021,2711,31,0,0,76465.96,26615.37069,1.66,11.4349,0,0,0-1 year,31,FL_U1_BCG,0,,34,,,109.68,1,3,satisfactory,high,satisfactory
13108,420570,Garopaba,2019,23078,320,135,3,617279.048,26747.51053,0,13.866,9.375,5.8497,0-1 year,320,FL_U1_BCG,0,,180,,,56.25,0,2,satisfactory,high,satisfactory
13109,420570,Garopaba,2020,23579,341,144,3,617279.048,26747.51053,0,14.462,8.7977,6.1071,0-1 year,341,FL_U1_BCG,0,,147,,,43.11,0,1,satisfactory,high,satisfactory
13110,420570,Garopaba,2021,24070,332,0,0,617279.048,26747.51053,0,13.7931,0,0,0-1 year,332,FL_U1_BCG,0,,61,,,18.37,0,1,satisfactory,high,satisfactory
13111,420580,Garuva,2019,18145,281,100,3,1098318.082,60530.0679,0.47,15.4864,10.6762,5.5112,0-1 year,281,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
13112,420580,Garuva,2020,18484,280,113,2,1098318.082,60530.0679,0.47,15.1482,7.1429,6.1134,0-1 year,280,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
13113,420580,Garuva,2021,18816,301,123,2,1098318.082,60530.0679,0.47,15.997,6.6445,6.537,0-1 year,301,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
13114,420590,Gaspar,2019,69639,995,324,9,3187386.875,45770.14137,0.57,14.288,9.0452,4.6526,0-1 year,995,FL_U1_BCG,0,,747,,,75.08,0,2,satisfactory,high,high
13115,420590,Gaspar,2020,70793,947,430,5,3187386.875,45770.14137,0.57,13.377,5.2798,6.074,0-1 year,947,FL_U1_BCG,0,,596,,,62.94,0,2,satisfactory,high,high
13116,420590,Gaspar,2021,71925,891,492,14,3187386.875,45770.14137,0.57,12.3879,15.7127,6.8405,0-1 year,891,FL_U1_BCG,0,,381,,,42.76,0,1,satisfactory,high,high
13117,420600,Governador Celso Ramos,2019,14471,162,105,2,352431.046,24354.29798,0.62,11.1948,12.3457,7.2559,0-1 year,162,FL_U1_BCG,0,,60,,,37.04,0,1,satisfactory,high,satisfactory
13118,420600,Governador Celso Ramos,2020,14606,150,111,3,352431.046,24354.29798,0.62,10.2698,20,7.5996,0-1 year,150,FL_U1_BCG,0,,20,,,13.33,0,1,satisfactory,high,satisfactory
13119,420600,Governador Celso Ramos,2021,14739,160,132,3,352431.046,24354.29798,0.62,10.8556,18.75,8.9558,0-1 year,160,FL_U1_BCG,0,,20,,,12.5,0,1,satisfactory,high,satisfactory
13120,420610,Grão-Pará,2019,6569,84,0,0,248770.924,37870.44055,6.73,12.7873,0,0,0-1 year,84,FL_U1_BCG,0,,86,,,102.38,1,3,satisfactory,high,satisfactory
